_unit_id,_trusted_judgments,what_emotion_does_author_express_specifically_about_the_weather,what_emotion_does_author_express_specifically_about_the_weather:confidence,what_emotion_does_author_express_specifically_about_the_weather:confidence_summary,tweet_text
73287283,5,-2,1,"""Negative"": 1.0
",:( ment btw can send sunshine rained week straight
73287285,5,-2,0.4,"""Neutral / author is just sharing information"": 0.199
""Tweet not related to weather condition"": 0.396
""Negative"": 0.405
",ac office not working num degrees thank lord day will end num minutes cause slow cooking dinner num !
73287288,5,-2,1,"""Negative"": 1.0
",unfair weather natural hair
73287289,5,-2,1,"""Negative"": 1.0
",rainy gloomy day not liking indiana weather
73287291,5,-2,1,"""Negative"": 1.0
",ment uncomfortably hot outside
73287303,5,-2,0.81,"""I can't tell"": 0.192
""Negative"": 0.808
",ment hear ya plus weather just killing !
73287307,5,-2,0.59,"""Positive"": 0.41
""Negative"": 0.59
",ment isn't temperature fear lack sunshine sucks soul love amount sun
73287311,5,-2,1,"""Negative"": 1.0
",never sunny depressing
73287318,5,-2,0.6,"""Neutral / author is just sharing information"": 0.202
""I can't tell"": 0.202
""Negative"": 0.596
",rainy day treadmill boo don't forget check week's monday motivation post ! http health
73287319,5,-2,1,"""Negative"": 1.0
",im actually really freaked sunny huge storm now perfectly sunny ?
73287320,5,-2,0.79,"""Neutral / author is just sharing information"": 0.21
""Negative"": 0.79
",num degrees hot
73287323,5,-2,0.78,"""I can't tell"": 0.216
""Negative"": 0.784
",weather ! power flashed twice aperture science cooperative testing initiative ! saved games lost portal fail
73287324,5,-2,0.41,"""Neutral / author is just sharing information"": 0.383
""Positive"": 0.208
""Negative"": 0.409
",humid ok weather chill people need sleep
73287331,5,-2,0.81,"""Positive"": 0.192
""Negative"": 0.808
",:-) lmao dis weather get http
73287332,5,-2,0.63,"""Neutral / author is just sharing information"": 0.375
""Negative"": 0.625
",thinkin cold hell
73287333,5,-2,0.8,"""Tweet not related to weather condition"": 0.196
""Negative"": 0.804
",sick weather extending hibernation eating season well past natural end bolognese shouldn't end april craving
73287336,5,-2,1,"""Negative"": 1.0
",really hot send snow
73287347,6,-2,1,"""Negative"": 1.0
",back seattle now looks like shit weather ahead
73287354,7,-2,0.74,"""I can't tell"": 0.133
""Neutral / author is just sharing information"": 0.131
""Negative"": 0.737
",hot bitch outside !
73287355,5,-2,0.82,"""Neutral / author is just sharing information"": 0.182
""Negative"": 0.818
",arkansas weather !
73287356,10,-2,0.6,"""Neutral / author is just sharing information"": 0.103
""I can't tell"": 0.102
""Positive"": 0.197
""Negative"": 0.598
",ment enjoy cold rainy got lot money lawrence coming officially
73287362,5,-2,1,"""Negative"": 1.0
",ment actually approaching num humidity life sucking right now couldn't stand thought sweating jean shorts !
73287373,5,-2,0.81,"""Tweet not related to weather condition"": 0.19
""Negative"": 0.81
",locked keys car spare im freezing least can eat steak sandy wait
73287375,5,-2,0.4,"""I can't tell"": 0.21
""Neutral / author is just sharing information"": 0.389
""Negative"": 0.401
",sunny still raining outside ?
73287376,5,-2,0.44,"""Neutral / author is just sharing information"": 0.21
""Tweet not related to weather condition"": 0.345
""Negative"": 0.445
",got class num don't think make storm coming
73287380,5,-2,0.8,"""Neutral / author is just sharing information"": 0.203
""Negative"": 0.797
",not real sure pollen blew storm last night wish it'd blow
73287394,5,-2,0.42,"""I can't tell"": 0.196
""Neutral / author is just sharing information"": 0.383
""Negative"": 0.421
",just got school ! hot ! super tired going home nothing loads homework !
73287395,5,-2,1,"""Negative"": 1.0
",num hate weather
73287402,5,-2,0.58,"""Neutral / author is just sharing information"": 0.424
""Negative"": 0.576
",ment hope doesn't storm ruin night
73287408,5,-2,0.45,"""Neutral / author is just sharing information"": 0.206
""I can't tell"": 0.179
""Positive"": 0.167
""Negative"": 0.447
",tomorrow suppose windy mother nature like every week ?
73287424,5,-2,0.79,"""I can't tell"": 0.206
""Negative"": 0.794
",went hiatus rare ment don't understand point makeup weather melt right
73287425,5,-2,1,"""Negative"": 1.0
",hate hot outside raining humid ass weather
73287426,5,-2,0.83,"""Neutral / author is just sharing information"": 0.172
""Negative"": 0.828
",come colorado gloomy weather
73287428,5,-2,1,"""Negative"": 1.0
",stupid weather happy song http
73287441,5,-2,0.61,"""I can't tell"": 0.215
""Tweet not related to weather condition"": 0.177
""Negative"": 0.608
",yep hair dryer staying sink till october point using humidity rockin'
73287452,6,-2,1,"""Negative"": 1.0
",ment better damned clouds made cleveland now took away sunshine ! happy now ! !
73287459,5,-2,0.41,"""Neutral / author is just sharing information"": 0.393
""Tweet not related to weather condition"": 0.194
""Negative"": 0.413
",ment wtf going hale storm right now
73287460,5,-2,1,"""Negative"": 1.0
",oh num freaking hot outside damn gonna hot ass summer thank constantly blows
73287466,5,-2,1,"""Negative"": 1.0
",:-/ really hate rainy days
73287469,5,-2,0.8,"""Tweet not related to weather condition"": 0.201
""Negative"": 0.799
",humidity always damn sucks luckily didn't usually huge family http
73287476,5,-2,1,"""Negative"": 1.0
",wann hit da grizzly game tonite don't wann get caught da storm guess
73287480,5,-2,1,"""Negative"": 1.0
",pass ment hot fuck outside outside cutting grass
73287491,5,-2,1,"""Negative"": 1.0
",hate rains wish sunny year round
73287496,5,-2,0.6,"""Tweet not related to weather condition"": 0.399
""Negative"": 0.601
",den hot neva hot der eight lol
73287497,5,-2,1,"""Negative"": 1.0
",beautiful blue sky rainy less num mother nature !
73287499,5,-2,1,"""Negative"": 1.0
",stranded car rain storm wait storm grocery shop ? stupid stupid stupid
73287508,5,-2,0.41,"""I can't tell"": 0.214
""Neutral / author is just sharing information"": 0.174
""Tweet not related to weather condition"": 0.2
""Negative"": 0.412
",http think softball will cancelled week might never play season
73287509,5,-2,0.61,"""Positive"": 0.196
""Tweet not related to weather condition"": 0.193
""Negative"": 0.611
",num degrees black shirt like pigg attractive
73287518,5,-2,0.82,"""Neutral / author is just sharing information"": 0.18
""Negative"": 0.82
",holy fucking hot
73287521,5,-2,1,"""Negative"": 1.0
",another rainy day saint louis day num ? boys cabin fever !
73287531,5,-2,0.62,"""Neutral / author is just sharing information"": 0.197
""Tweet not related to weather condition"": 0.187
""Negative"": 0.615
",:/ prepare storm coming shut everything good night loves hopefully tomorrow will better day
73287534,5,-2,0.6,"""Neutral / author is just sharing information"": 0.397
""Negative"": 0.603
",thunderstorms likely severe stop heard ugh !
73287537,5,-2,0.41,"""I can't tell"": 0.211
""Neutral / author is just sharing information"": 0.379
""Negative"": 0.41
",ment yeah visit winter fyi just don't hot weather
73287545,5,-2,1,"""Negative"": 1.0
",ment oklahoma worst weather ever terribly bi polar
73287546,5,-2,1,"""Negative"": 1.0
",ment hate weather
73287548,5,-2,0.8,"""Neutral / author is just sharing information"": 0.201
""Negative"": 0.799
",just left moms im pullin num crib damn hot
73287555,5,-2,0.61,"""Neutral / author is just sharing information"": 0.389
""Negative"": 0.611
",severe thunderstorm warning tornado watch collin county glad not driving back stillwater
73287557,8,-2,1,"""Negative"": 1.0
",rainy !
73287558,5,-2,1,"""Negative"": 1.0
",ment crazy weather everywhere storm went quick house places got worse
73287560,5,-2,0.79,"""Neutral / author is just sharing information"": 0.211
""Negative"": 0.789
",right driving home storm
73287562,5,-2,0.6,"""I can't tell"": 0.197
""Tweet not related to weather condition"": 0.206
""Negative"": 0.597
",ment fighting flood man crazy weather will smoke nascar now !
73287566,5,-2,0.4,"""Neutral / author is just sharing information"": 0.383
""Positive"": 0.22
""Negative"": 0.396
",weather makes wanna sleep whole day ! take nap num
73287572,5,-2,0.58,"""Neutral / author is just sharing information"": 0.419
""Negative"": 0.581
",thunderstorm rolling time unplug laptop run battery power past pray doesn't zap modem etc
73287575,5,-2,0.62,"""Tweet not related to weather condition"": 0.385
""Negative"": 0.615
",:) sunny ment bunch bullshit break nothing rain http
73287577,5,-2,0.81,"""Positive"": 0.193
""Negative"": 0.807
",asked hot ass weather got
73287584,5,-2,0.37,"""I can't tell"": 0.213
""Positive"": 0.208
""Tweet not related to weather condition"": 0.212
""Negative"": 0.368
",rainy deep word
73287590,5,-2,0.81,"""Positive"": 0.195
""Negative"": 0.805
",not just sunshine outside ugh gloom
73287596,5,-2,0.79,"""I can't tell"": 0.21
""Negative"": 0.79
",weather
73287598,5,-2,0.42,"""I can't tell"": 0.212
""Positive"": 0.207
""Tweet not related to weather condition"": 0.157
""Negative"": 0.423
",ment indeed thx linsey yes give details perfect can't get weather good easter ?
73287599,5,-2,1,"""Negative"": 1.0
",weather not good temps even snow forecast ! going isn't today easter ?
73287603,5,-2,0.61,"""Neutral / author is just sharing information"": 0.203
""Positive"": 0.185
""Negative"": 0.612
",despite misty weather wonderful time great egg chase past saturday sure check http
73287610,5,-2,0.42,"""I can't tell"": 0.184
""Neutral / author is just sharing information"": 0.393
""Negative"": 0.423
",know much want water break hope doesn't break midst storm tornado warning
73287616,5,-2,0.78,"""Neutral / author is just sharing information"": 0.216
""Negative"": 0.784
",weather going make studying finals extremely difficult
73287618,5,-2,1,"""Negative"": 1.0
",hot shit
73287631,5,-2,0.8,"""I can't tell"": 0.202
""Negative"": 0.798
",weather
73287635,5,-2,0.4,"""Neutral / author is just sharing information"": 0.206
""I can't tell"": 0.396
""Negative"": 0.398
",raining much love ladner wouldn't nice somewhere sunny hot
73287636,5,-2,0.6,"""Neutral / author is just sharing information"": 0.193
""I can't tell"": 0.207
""Negative"": 0.6
",well good morning everyone hope ya'll good morning hope sun shines brighter cause rainy cloudy
73287642,5,-2,0.81,"""Neutral / author is just sharing information"": 0.187
""Negative"": 0.813
",weather needs perk !
73287643,5,-2,0.38,"""I can't tell"": 0.195
""Positive"": 0.206
""Tweet not related to weather condition"": 0.216
""Negative"": 0.383
",happy world penguin day ! rainy monday http
73287661,5,-2,0.83,"""Tweet not related to weather condition"": 0.174
""Negative"": 0.826
",ment said wanna see stuck colder weather maybe tomorrow will better can call
73287665,5,-2,1,"""Negative"": 1.0
",:( http says sunny days saturday sunday
73287672,5,-2,1,"""Negative"": 1.0
",dumb fucking dangerous stand outside ongoing thunderstorm waiting bus ! ugh !
73287682,5,-2,1,"""Negative"": 1.0
",much windy macro pictures outside today
73287691,5,-2,1,"""Negative"": 1.0
",ment come weather always gotta mess smh
73287692,5,-2,0.4,"""I can't tell"": 0.209
""Neutral / author is just sharing information"": 0.393
""Negative"": 0.399
",fellow curly haired ladies tips stop weather ? help !
73287697,5,-2,0.61,"""Neutral / author is just sharing information"": 0.2
""Positive"": 0.189
""Negative"": 0.611
",ment lol ain't ready humidity
73287701,5,-2,1,"""Negative"": 1.0
",hate michigan weather !
73287702,5,-2,0.79,"""I can't tell"": 0.208
""Negative"": 0.792
",can please get warm weather
73287707,5,-2,0.61,"""Neutral / author is just sharing information"": 0.386
""Negative"": 0.614
",rain ment cure weather blues good cookie
73287711,5,-2,1,"""Negative"": 1.0
",week gearing florida trip goodbye nasty indiana weather !
73287714,5,-2,1,"""Negative"": 1.0
",cincinnati weather sucks right now
73287723,5,-2,1,"""Negative"": 1.0
",hair humidity disaster
73287727,5,-2,1,"""Negative"": 1.0
",ment feel weather suck ! lol hopefully sun will come week everybody can kick
73287730,5,-2,0.78,"""I can't tell"": 0.215
""Negative"": 0.785
",waiting crazy weather weather class
73287732,6,-2,0.84,"""Neutral / author is just sharing information"": 0.161
""Negative"": 0.839
",cold rainy
73287733,5,-2,1,"""Negative"": 1.0
",ment indeed storm num rain need stop
73287735,5,-2,0.83,"""Neutral / author is just sharing information"": 0.174
""Negative"": 0.826
",:( not dressed weather didn't pack rain
73287738,5,-2,0.59,"""Tweet not related to weather condition"": 0.408
""Negative"": 0.592
",lately life stressful ever constant rain don't even need weather man
73287742,5,-2,0.59,"""Neutral / author is just sharing information"": 0.412
""Negative"": 0.588
",bad weather moving http weather radar mississippi radar satellite combo http
73287749,5,-2,0.41,"""Neutral / author is just sharing information"": 0.391
""Tweet not related to weather condition"": 0.201
""Negative"": 0.408
",hot outside free frozen yogurt near pit coincidence ? think not
73287750,5,-2,0.79,"""Neutral / author is just sharing information"": 0.209
""Negative"": 0.791
",ugh weather
73287759,5,-2,0.82,"""Neutral / author is just sharing information"": 0.185
""Negative"": 0.815
",looks like gonna rain funny da weather matches feel inside
73287770,5,-2,1,"""Negative"": 1.0
",ment hot shit num
73287774,5,-2,0.8,"""Neutral / author is just sharing information"": 0.196
""Negative"": 0.804
",possessed wear heels dress day weatherman said thunderstorms ? poor curls
73287782,7,-2,0.7,"""Neutral / author is just sharing information"": 0.297
""Negative"": 0.703
",hell go winter summer quickly ? almost num degrees philly today ! guess almost time open pool ?
73287795,6,-2,0.48,"""I can't tell"": 0.168
""Neutral / author is just sharing information"": 0.349
""Negative"": 0.484
",vans ? rainy day shoes fuck say rainy mean raining hard num
73287800,5,-2,0.79,"""I can't tell"": 0.205
""Negative"": 0.795
",rainy monday slow moving need chai wake note self patient around may moving slow
73287801,5,-2,0.8,"""Neutral / author is just sharing information"": 0.201
""Negative"": 0.799
",ment rainy day think bad attitude morning
73287808,5,-2,1,"""Negative"": 1.0
",seriously utah snow ? yuck ! winter remains unwelcome guest utah's doorstep snow coming http
73287809,6,-2,0.51,"""Neutral / author is just sharing information"": 0.493
""Negative"": 0.507
",winter remains unwelcome guest utah's doorstep snow coming http http via ment
73287814,5,-2,1,"""Negative"": 1.0
",ment like hire come curse nasty gray weather wisconsin starting tomorrow morning please
73287820,5,-2,1,"""Negative"": 1.0
",earth fog arrived ! sunshine please
73287823,5,-2,0.41,"""Neutral / author is just sharing information"": 0.405
""Tweet not related to weather condition"": 0.185
""Negative"": 0.41
",shirt shorts poor shout chilly
73287826,5,-2,1,"""Negative"": 1.0
",ment sunny rain dumb ass
73287830,6,-2,0.85,"""Neutral / author is just sharing information"": 0.146
""Negative"": 0.854
",im not one complain need sunshine !
73287831,5,-2,0.8,"""Neutral / author is just sharing information"": 0.196
""Negative"": 0.804
",im just irritated weather changing know evolve !
73287838,5,-2,1,"""Negative"": 1.0
",not weather
73287839,5,-2,1,"""Negative"": 1.0
",waiting goofy storm go can leave class impatient
73287852,9,-2,0.9,"""I can't tell"": 0.104
""Negative"": 0.896
",messing wit stupid self mann something told not wear jeans hot mug !
73287859,5,-2,1,"""Negative"": 1.0
",ain't seen sunshine num damn days
73287860,6,-2,0.86,"""Neutral / author is just sharing information"": 0.143
""Negative"": 0.857
",:-( ment cloudy rainy almost week
73287863,5,-2,1,"""Negative"": 1.0
",weather sucks
73287864,5,-2,0.41,"""I can't tell"": 0.206
""Neutral / author is just sharing information"": 0.381
""Negative"": 0.413
",cubs game tonight probably storm still cold almost may
73287866,5,-2,1,"""Negative"": 1.0
",almost time put ac back window hope cool summer heat wave shit philly voice
73287877,5,-2,0.8,"""Tweet not related to weather condition"": 0.199
""Negative"": 0.801
",weather changed
73287878,5,-2,1,"""Negative"": 1.0
",gonna hard sleep tonight sense mind set go sleep num humidity isn't helping
73287880,5,-2,1,"""Negative"": 1.0
",=/ =) just got home cold rainy wanna cuddle wanna held
73287881,5,-2,1,"""Negative"": 1.0
",hate rainy days ugh
73287887,5,-2,0.81,"""Tweet not related to weather condition"": 0.193
""Negative"": 0.807
",hot bitch
73287889,5,-2,0.8,"""Neutral / author is just sharing information"": 0.195
""Negative"": 0.805
",least temps warmer como otherwise rain falling sky snow trying positive rainy monday !
73287890,5,-2,0.82,"""Neutral / author is just sharing information"": 0.176
""Negative"": 0.824
",hot outside wth !
73287893,6,-2,0.66,"""Neutral / author is just sharing information"": 0.174
""Positive"": 0.165
""Negative"": 0.661
",gotta switch half closet now summer half ! hear already hot shit outside
73287897,5,-2,0.59,"""Neutral / author is just sharing information"": 0.196
""Tweet not related to weather condition"": 0.21
""Negative"": 0.595
",ment not num degrees chicago everyday may num moving
73287907,5,-2,0.58,"""Tweet not related to weather condition"": 0.416
""Negative"": 0.584
",thank fullerton bus driver drops right front office num less rainy monday grumpy
73287908,5,-2,1,"""Negative"": 1.0
",rainy weather depressing ! need sunshine life
73287910,5,-2,0.58,"""I can't tell"": 0.42
""Negative"": 0.58
",ment yeah warm weather makes people go crazy
73287914,5,-2,1,"""Negative"": 1.0
",home fed weather makes upset sleepy wait til thursday !
73287933,5,-2,1,"""Negative"": 1.0
",bad weather getting old
73287937,5,-2,0.38,"""Neutral / author is just sharing information"": 0.223
""I can't tell"": 0.235
""Tweet not related to weather condition"": 0.165
""Negative"": 0.377
",num media dan feel sorry ftw storm hold together fwd
73287942,5,-2,0.6,"""Neutral / author is just sharing information"": 0.187
""I can't tell"": 0.217
""Negative"": 0.596
",ment ment tired got home early week weather looks bad maybe weekend ?
73287966,5,-2,0.61,"""Neutral / author is just sharing information"": 0.392
""Negative"": 0.608
",ment lol hot wear just wear pony tail
73287971,5,-2,0.8,"""I can't tell"": 0.205
""Negative"": 0.795
",num okay seattle im done rain sunshine please !
73287978,5,-2,1,"""Negative"": 1.0
",hot shit outside !
73287984,5,-2,0.8,"""I can't tell"": 0.203
""Negative"": 0.797
",hot kinda hot turns clothes shrink wrap
73287996,5,-2,0.81,"""Neutral / author is just sharing information"": 0.187
""Negative"": 0.813
",:-) ment weather texas just right sitting inside southern tea ! num degrees today !
73288000,5,-2,1,"""Negative"": 1.0
",:( ment ! hate snow !
73288001,5,-2,0.79,"""Neutral / author is just sharing information"": 0.214
""Negative"": 0.786
",ment lol weather sucks ! im bout get doe wanna text ?
73288005,5,-2,0.63,"""Tweet not related to weather condition"": 0.372
""Negative"": 0.628
",need shave one thing besides humidity don't like summer
73288007,5,-2,0.41,"""Neutral / author is just sharing information"": 0.38
""Positive"": 0.21
""Negative"": 0.41
",storm south fort worth means business pendant hook ! http
73288010,5,-2,0.59,"""I can't tell"": 0.203
""Tweet not related to weather condition"": 0.206
""Negative"": 0.592
",ment damn ! ur freezing real
73288017,5,-2,0.8,"""I can't tell"": 0.201
""Negative"": 0.799
",woke sleep hot hell
73288025,5,-2,1,"""Negative"": 1.0
",ment weather super ?
73288033,5,-2,1,"""Negative"": 1.0
",hot im aggravated !
73288052,7,-2,0.84,"""Neutral / author is just sharing information"": 0.157
""Negative"": 0.843
",>:( ment tomorrow evening rain turning snow possible num num wet snow
73288055,5,-2,0.39,"""I can't tell"": 0.214
""Neutral / author is just sharing information"": 0.392
""Negative"": 0.394
",:( ouch ment ment fine hot india now temp num degree still may june left
73288058,5,-2,1,"""Negative"": 1.0
",ment horrible ! tired weather !
73288059,5,-2,0.6,"""Neutral / author is just sharing information"": 0.396
""Negative"": 0.604
",num today's weather reflects mood god crying loss great man ment
73288060,5,-2,0.64,"""Neutral / author is just sharing information"": 0.36
""Negative"": 0.64
",got hot outside !
73288061,5,-2,0.41,"""Neutral / author is just sharing information"": 0.202
""Positive"": 0.384
""Negative"": 0.415
",:] rainy day pretty much watching dexter
73288063,5,-2,1,"""Negative"": 1.0
",wish fervently show tomorrow indoors looks like weather going ruin us !
73288068,5,-2,1,"""Negative"": 1.0
",hot shit side
73288070,5,-2,1,"""Negative"": 1.0
",stupid hot outside
73288073,5,-2,0.79,"""Neutral / author is just sharing information"": 0.207
""Negative"": 0.793
",http winter remains unwelcome guest utah's doorstep snow coming http robert news
73288083,10,-2,0.89,"""Neutral / author is just sharing information"": 0.108
""Negative"": 0.892
",hot hell know whip ac !
73288084,5,-2,1,"""Negative"": 1.0
",wishes windy today damn wind gave headache
73288087,5,-2,0.78,"""I can't tell"": 0.217
""Negative"": 0.783
",um dam look hot outside
73288092,5,-2,1,"""Negative"": 1.0
",despite weather fairly sure first mosquito bites year vacation going grandly miss indiana tho
73288093,7,-2,0.73,"""I can't tell"": 0.145
""Neutral / author is just sharing information"": 0.126
""Negative"": 0.729
",man can't escape heat hot outside hot house smh
73288094,5,-2,1,"""Negative"": 1.0
",going weather ? looks like num o'clock outside right now
73288104,5,-2,0.82,"""Neutral / author is just sharing information"": 0.18
""Negative"": 0.82
",didn't realize many homes damaged storm god bless
73288106,5,-2,0.62,"""Neutral / author is just sharing information"": 0.384
""Negative"": 0.616
",wow mon rain rain thunderstorm thunderstorm partly cloudy
73288123,5,-2,0.61,"""Neutral / author is just sharing information"": 0.391
""Negative"": 0.609
",hot hot hot outside
73288128,5,-2,0.8,"""I can't tell"": 0.2
""Negative"": 0.8
",bright rainy wtf
73288132,5,-2,1,"""Negative"": 1.0
",dismal weather messed actually just thought middle fall confused
73288139,5,-2,0.39,"""I can't tell"": 0.208
""Neutral / author is just sharing information"": 0.208
""Positive"": 0.189
""Negative"": 0.395
",num degrees rockin'
73288143,5,-2,0.82,"""Neutral / author is just sharing information"": 0.178
""Negative"": 0.822
",england weather unbelievably hot yesterday grim today ! ah wey chester tomorrow !
73288146,5,-2,0.81,"""Neutral / author is just sharing information"": 0.194
""Negative"": 0.806
",ment much humidity east coast
73288149,5,-2,1,"""Negative"": 1.0
",smh num ment humidity got looking like lion smh
73288150,5,-2,0.8,"""Positive"": 0.204
""Negative"": 0.796
",whats rainy mondays ? good thing chocolate pound cake make dreary day go faster !
73288151,6,-2,0.66,"""Neutral / author is just sharing information"": 0.339
""Negative"": 0.661
",winter remains unwelcome guest utah's doorstep snow coming http
73288152,5,-2,0.58,"""Positive"": 0.423
""Negative"": 0.577
",mentioned bummed weather got nice spring break ? fail class padres game
73288154,5,-2,1,"""Negative"": 1.0
",ment rainy ! yuck !
73288163,5,-2,1,"""Negative"": 1.0
",ment snow really scary
73288165,5,-2,0.82,"""Positive"": 0.182
""Negative"": 0.818
",ment good god hot outside miss cold already
73288167,5,-2,1,"""Negative"": 1.0
",well not enjoying cool gray rainy days trees plants sure happy green ! spring
73288173,6,-2,0.49,"""I can't tell"": 0.169
""Tweet not related to weather condition"": 0.345
""Negative"": 0.486
",amen ment hair humidity not get along
73288174,5,-2,0.8,"""Neutral / author is just sharing information"": 0.195
""Negative"": 0.805
",tired wearing sweaters turtlenecks cold denver
73288185,5,-2,0.6,"""Neutral / author is just sharing information"": 0.208
""Tweet not related to weather condition"": 0.195
""Negative"": 0.596
",ment storm will ending soon
73288191,5,-2,1,"""Negative"": 1.0
",probably went back earlier today way weather looking oh well still get last home cooked meal
73288196,5,-2,0.8,"""Neutral / author is just sharing information"": 0.201
""Negative"": 0.799
",alone school course outside waiting dad stuck traffic storm fml
73288203,5,-2,0.82,"""I can't tell"": 0.18
""Negative"": 0.82
",just read boise possibility snow showers midnight tonight isn't winter ready give yet ?
73288207,5,-2,1,"""Negative"": 1.0
",hate working monday's rainy day just makes working monday suck even
73288211,5,-2,0.81,"""Tweet not related to weather condition"": 0.185
""Negative"": 0.815
",dear sunshine ? wanna go lake austin
73288212,5,-2,1,"""Negative"": 1.0
",hot outside
73288217,5,-2,0.6,"""Tweet not related to weather condition"": 0.399
""Negative"": 0.601
",tornado shit crazy worst blizzards got complete die blizzard colorado
73288224,5,-2,0.79,"""I can't tell"": 0.212
""Negative"": 0.788
",rainy day like brough sigh
73288231,5,-2,0.85,"""I can't tell"": 0.152
""Negative"": 0.848
",damn south thinned blood back cold
73288232,5,-2,0.41,"""Neutral / author is just sharing information"": 0.384
""Positive"": 0.203
""Negative"": 0.413
",course reading everyone's tweets back east cry jealousy sunny warm weekends !
73288237,5,-2,1,"""Negative"": 1.0
",humidity sucks
73288240,5,-2,0.79,"""Neutral / author is just sharing information"": 0.211
""Negative"": 0.789
",thunderstorms next week not
73288246,5,-2,1,"""Negative"": 1.0
",ment gotta kidding ! another thunderstorm !
73288249,5,-2,0.8,"""Positive"": 0.204
""Negative"": 0.796
",really go class weather like ?
73288253,5,-2,1,"""Negative"": 1.0
",bloody weather hate time year
73288254,5,-2,1,"""Negative"": 1.0
",sick gray rainy weather
73288256,5,-2,0.81,"""Positive"": 0.192
""Negative"": 0.808
",rainy day go way berkeley ! boo
73288260,5,-2,0.41,"""Neutral / author is just sharing information"": 0.204
""Positive"": 0.388
""Negative"": 0.408
",rainy day glad left shades home now sunny
73288266,5,-2,0.8,"""Positive"": 0.2
""Negative"": 0.8
",holy crap ! num num degrees ? well know don't need today ? !
73288270,5,-2,1,"""Negative"": 1.0
",fucking hot outside fucked part not even summer yet !
73288271,5,-2,1,"""Negative"": 1.0
",ment houston weather update windy dry hot hell
73288272,5,-2,0.8,"""Neutral / author is just sharing information"": 0.197
""Negative"": 0.803
",weather got sleepy spring need summer need come
73288275,5,-2,1,"""Negative"": 1.0
",yeah figures don't go clippers game alex white throws another gem damm rain weather
73288290,5,-2,1,"""Negative"": 1.0
",really really hate weather
73288296,5,-2,1,"""Negative"": 1.0
",damn hot outside
73288304,5,-2,0.79,"""I can't tell"": 0.205
""Negative"": 0.795
",come weather straighten want least num days pure sunshine someone may get hurt
73288309,5,-2,1,"""Negative"": 1.0
",really hate rainy days detroit man cause basement gets cold hell
73288315,6,-2,0.66,"""Tweet not related to weather condition"": 0.337
""Negative"": 0.663
",lights fan goin half naked ! ugh hot !
73288323,5,-2,0.79,"""Neutral / author is just sharing information"": 0.212
""Negative"": 0.788
",ment sucks thi crazy weather
73288328,5,-2,0.81,"""Tweet not related to weather condition"": 0.194
""Negative"": 0.806
",today hell work literally fucking num degrees hot made balls stick leg
73288335,5,-2,0.6,"""Neutral / author is just sharing information"": 0.401
""Negative"": 0.599
",ment quite windy river ! not hot
73288347,5,-2,1,"""Negative"": 1.0
",ment yeah getting super sick sunshine
73288362,5,-2,0.8,"""I can't tell"": 0.197
""Negative"": 0.803
",fuck feels like im melting every time walk outside lmao id rather hot cold though sure !
73288363,5,-2,0.64,"""I can't tell"": 0.186
""Positive"": 0.169
""Negative"": 0.645
",not raining ? like storm woodbridge ment raining yet
73288366,5,-2,0.6,"""Neutral / author is just sharing information"": 0.404
""Negative"": 0.596
",bored rainy day
73288369,5,-2,0.61,"""Neutral / author is just sharing information"": 0.388
""Negative"": 0.612
",hey angry downtown weather ?
73288382,5,-2,0.42,"""I can't tell"": 0.2
""Tweet not related to weather condition"": 0.385
""Negative"": 0.416
",announcer talking tigers sweeping white sox saying cold nasty weather
73288383,5,-2,1,"""Negative"": 1.0
",humidity
73288395,5,-2,0.59,"""Tweet not related to weather condition"": 0.409
""Negative"": 0.591
",num degrees inside office today trying not rip clothes
73288401,5,-2,1,"""Negative"": 1.0
",driving home hail storm terrifying don't recommend
73288404,5,-2,0.6,"""Tweet not related to weather condition"": 0.396
""Negative"": 0.604
",im freezing house ! still homework just keep putting want lol probably wont lol
73288405,5,-2,1,"""Negative"": 1.0
",not monday cold rainy monday someone bring ment stat !
73288415,5,-2,0.57,"""Neutral / author is just sharing information"": 0.224
""I can't tell"": 0.209
""Negative"": 0.567
",somewhere world dry sunny right ?
73288432,6,-2,0.5,"""I can't tell"": 0.168
""Tweet not related to weather condition"": 0.328
""Negative"": 0.504
",ment type weather bad weave
73288437,5,-2,0.79,"""Neutral / author is just sharing information"": 0.213
""Negative"": 0.787
",:/ cold outside
73288438,5,-2,1,"""Negative"": 1.0
",way start week dreary rainy day !
73288441,5,-2,0.61,"""Neutral / author is just sharing information"": 0.394
""Negative"": 0.606
",ment ment really windy probably stay another num
73288446,5,-2,0.41,"""Neutral / author is just sharing information"": 0.2
""Positive"": 0.167
""Tweet not related to weather condition"": 0.223
""Negative"": 0.41
",ment love new ! hopefully storm isn't going play havoc chat
73288449,6,-2,0.82,"""Neutral / author is just sharing information"": 0.176
""Negative"": 0.824
",ment oh yeah weather hit like offensive lineman luckily just class today
73288460,5,-2,1,"""Negative"": 1.0
",weather not helping
73288467,5,-2,1,"""Negative"": 1.0
",weather just god's way screwing ppl curly hair !
73288468,5,-2,0.59,"""Tweet not related to weather condition"": 0.413
""Negative"": 0.587
",hi im erica katy always num degrees studio kevin kline ? turn http
73288480,5,-2,1,"""Negative"": 1.0
",sun weather really starting chap ass
73288487,5,-2,0.8,"""I can't tell"": 0.199
""Negative"": 0.801
",jog late afternoon num degrees not good idea thought
