de_id,_trusted_judgments,what_emotion_does_author_express_specifically_about_the_weather,what_emotion_does_author_express_specifically_about_the_weather:confidence,what_emotion_does_author_express_specifically_about_the_weather:confidence_summary,tweet_text
DE_CF4_03151,5,-2,0.64,"""Tweet not related to weather condition"": 0.356
""Negative"": 0.644
",anyone else suffering syndrome ? boston weather winter
DE_CF4_03152,5,-2,0.6,"""Neutral / author is just sharing information"": 0.207
""I can't tell"": 0.19
""Negative"": 0.603
",attempting brighten cold rainy night appetizers num num tonight enjoy complimentary snacks bar
DE_CF4_03157,5,-2,0.4,"""Neutral / author is just sharing information"": 0.402
""Positive"": 0.195
""Negative"": 0.403
",ment attempting brighten cold rainy night appetizers num num tonight enjoy complimentary snacks bar
DE_CF4_03158,5,-2,0.42,"""Neutral / author is just sharing information"": 0.388
""Positive"": 0.191
""Negative"": 0.422
",break skates ppl ice rink weather
DE_CF4_03160,6,-2,1,"""Negative"": 1.0
",cruel folks traveling south week ment power outages sweep across texas due blustery weather http
DE_CF4_03162,5,-2,0.81,"""Neutral / author is just sharing information"": 0.195
""Negative"": 0.805
",thunder storm rain ? seriously ?
DE_CF4_03166,5,-2,0.6,"""Neutral / author is just sharing information"": 0.4
""Negative"": 0.6
",thunder lightning hail storm ? little reminiscent movie twister
DE_CF4_03176,6,-2,0.51,"""I can't tell"": 0.166
""Neutral / author is just sharing information"": 0.142
""Positive"": 0.182
""Negative"": 0.51
",missing home tonight want play snow siblings little cousin not trek slush http
DE_CF4_03180,5,-2,0.43,"""Neutral / author is just sharing information"": 0.377
""Tweet not related to weather condition"": 0.195
""Negative"": 0.428
",thank boston introducing term wintry mix hope don't fall slush puddle way class tomorrow
DE_CF4_03181,5,-2,0.6,"""Tweet not related to weather condition"": 0.4
""Negative"": 0.6
",ment probably wine bag prob make feel better hate rubber shoes slush !
DE_CF4_03182,5,-2,0.39,"""Neutral / author is just sharing information"": 0.196
""I can't tell"": 0.212
""Positive"": 0.202
""Negative"": 0.39
",lets not get greedy ment ment maybe slush will also gone march will make rest double fab
DE_CF4_03184,6,-2,0.66,"""Neutral / author is just sharing information"": 0.337
""Negative"": 0.663
",sunny snowing shore gives weather num
DE_CF4_03185,5,-2,0.6,"""Neutral / author is just sharing information"": 0.198
""Tweet not related to weather condition"": 0.201
""Negative"": 0.601
",ment yeah o'hare open boston's still cleaning slush ice just glad wait ice melt disappointing
DE_CF4_03188,5,-2,0.43,"""Neutral / author is just sharing information"": 0.398
""Positive"": 0.176
""Negative"": 0.427
",phew ! seems small break weather careful ! lots slush ice
DE_CF4_03189,5,-2,1,"""Negative"": 1.0
",sick weather slush strains roofs roads spirits http via ment
DE_CF4_03190,5,-2,0.6,"""Neutral / author is just sharing information"": 0.195
""Tweet not related to weather condition"": 0.209
""Negative"": 0.595
",seriously last storm really got people ! ment slush strains roofs roads spirits http
DE_CF4_03197,5,-2,1,"""Negative"": 1.0
",ment agree weather east coast sucks go get warm tropics !
DE_CF4_03208,5,-2,1,"""Negative"": 1.0
",ment omg elle boston gonna one giant puddle slush trouble melts !
DE_CF4_03209,5,-2,1,"""Negative"": 1.0
",getting around icy roads walkways left wake latest blizzard can inconvenient http
DE_CF4_03214,9,-2,1,"""Negative"": 1.0
",ment ment num hours icy snowy hell get num discover line door licks never change boston !
DE_CF4_03218,5,-2,0.4,"""Neutral / author is just sharing information"": 0.206
""Tweet not related to weather condition"": 0.391
""Negative"": 0.403
",boston area ! ment snowy sidewalks still hazardous wheelchair users ment http
DE_CF4_03220,5,-2,0.39,"""Neutral / author is just sharing information"": 0.208
""Positive"": 0.208
""Tweet not related to weather condition"": 0.192
""Negative"": 0.393
",ment lol outside cold last night something uncharacteristic
DE_CF4_03224,5,-2,0.42,"""Neutral / author is just sharing information"": 0.192
""I can't tell"": 0.388
""Negative"": 0.419
",feel boston ! ment juneau rainy miss friends not cold weather
DE_CF4_03226,5,-2,0.82,"""Neutral / author is just sharing information"": 0.183
""Negative"": 0.817
",snowstorm saturday snowstorm tuesday still much snow fuck wants send snow
DE_CF4_03230,5,-2,1,"""Negative"": 1.0
",ment cold weather everywhere right now can't catch break light one cold ass
DE_CF4_03233,5,-2,1,"""Negative"": 1.0
",baby cold outside freezing !
DE_CF4_03235,5,-2,0.39,"""I can't tell"": 0.21
""Neutral / author is just sharing information"": 0.21
""Positive"": 0.194
""Negative"": 0.385
",sad not texas joy watching folks freak snow hey y'all watched freak num max humidity !
DE_CF4_03236,5,-2,0.6,"""Neutral / author is just sharing information"": 0.399
""Negative"": 0.601
",blizzard bad luck ! sheesh ! ment car new york city completely frozen place ! http
DE_CF4_03241,5,-2,0.42,"""I can't tell"": 0.171
""Neutral / author is just sharing information"": 0.414
""Negative"": 0.415
",running late hilarious time every snowy day win time bus !
DE_CF4_03242,5,-2,0.61,"""Neutral / author is just sharing information"": 0.187
""Tweet not related to weather condition"": 0.208
""Negative"": 0.606
",:) happy friday awesome tweeps ! thanks getting another lovely ! snow cold weather ain't got !
DE_CF4_03244,5,-2,0.59,"""I can't tell"": 0.201
""Neutral / author is just sharing information"": 0.21
""Negative"": 0.59
",sweet antelope fury cold outside
DE_CF4_03250,5,-2,0.41,"""I can't tell"": 0.183
""Neutral / author is just sharing information"": 0.408
""Negative"": 0.409
",ment looking back infamous blizzard num http
DE_CF4_03251,5,-2,0.64,"""Neutral / author is just sharing information"": 0.203
""I can't tell"": 0.161
""Negative"": 0.637
",ment welcome ! getting used freezing cold weather portland not easy
DE_CF4_03262,5,-2,1,"""Negative"": 1.0
",never want go back cold
DE_CF4_03268,5,-2,0.43,"""Neutral / author is just sharing information"": 0.391
""Positive"": 0.179
""Negative"": 0.43
",fallen snowy icy dallas apparently good record superbowl
DE_CF4_03277,5,-2,0.58,"""Positive"": 0.211
""Tweet not related to weather condition"": 0.211
""Negative"": 0.579
",fun ! ment cold not stopping seeing art tonight arts boston
DE_CF4_03284,6,-2,0.82,"""Neutral / author is just sharing information"": 0.179
""Negative"": 0.821
",omg everything's melting disgusting nasty pools water slush everywhere !
DE_CF4_03287,5,-2,1,"""Negative"": 1.0
",hope storm coming num doesn't fuck day show !
DE_CF4_03288,5,-2,1,"""Negative"": 1.0
",wrong getting sick every day sunny days num degree temps ? want snow !
DE_CF4_03298,5,-2,1,"""Negative"": 1.0
",ment agreed re storm tomorrow though next might even worse never seen winter
DE_CF4_03299,5,-2,1,"""Negative"": 1.0
",man gotten coffee manage not mood go back outside cold windy !
DE_CF4_03308,5,-2,0.6,"""Neutral / author is just sharing information"": 0.401
""Negative"": 0.599
",hey ment can someone check ripley st snow removal ? barely passable thanks
DE_CF4_03312,5,-2,1,"""Negative"": 1.0
",winter snowstorm snowstorm really want believe groundhog early spring need thaw !
DE_CF4_03315,5,-2,1,"""Negative"": 1.0
",mistake big mistake spent best part three hours driving boston cambridge snow banks driving impossible tgif
DE_CF4_03328,5,-2,0.8,"""Neutral / author is just sharing information"": 0.202
""Negative"": 0.798
",ment dark room without light especially dreary rainy day like today lol although now sun
DE_CF4_03330,5,-2,0.83,"""I can't tell"": 0.165
""Negative"": 0.835
",wish wake warm weather like
DE_CF4_03331,5,-2,0.42,"""Positive"": 0.197
""Tweet not related to weather condition"": 0.385
""Negative"": 0.418
",morning friends fyi suede slush good mix !
DE_CF4_03332,5,-2,0.6,"""Neutral / author is just sharing information"": 0.203
""Tweet not related to weather condition"": 0.193
""Negative"": 0.604
",next trick will attempt run boston's slush laden streets can't hack treadmill another day
DE_CF4_03339,5,-2,1,"""Negative"": 1.0
",num num num num num can't wait warm weather can wear dress sick snow ! http
DE_CF4_03345,5,-2,0.59,"""I can't tell"": 0.196
""Tweet not related to weather condition"": 0.216
""Negative"": 0.588
",ment bad jen not sat next need warm weather sun dresses
DE_CF4_03347,5,-2,1,"""Negative"": 1.0
",xd ment supposed sleet day back snow maybe even thunderstorm :o ! sucks
DE_CF4_03348,5,-2,0.41,"""I can't tell"": 0.223
""Neutral / author is just sharing information"": 0.371
""Negative"": 0.406
",good morning kids icy rainy cold day everyone else winter weather ?
DE_CF4_03349,5,-2,0.81,"""I can't tell"": 0.186
""Negative"": 0.814
",weather crazy daylight warm night coming cold !
DE_CF4_03353,5,-2,0.42,"""I can't tell"": 0.196
""Neutral / author is just sharing information"": 0.211
""Positive"": 0.172
""Negative"": 0.421
",trap make think actually safe outside ment so sunny
DE_CF4_03358,5,-2,0.8,"""Tweet not related to weather condition"": 0.197
""Negative"": 0.803
",ment slush feels much colder reason really sucks !
DE_CF4_03366,5,-2,0.63,"""Neutral / author is just sharing information"": 0.374
""Negative"": 0.626
",not just snow ice ! remember saying not heat ah good ole days !
DE_CF4_03369,5,-2,0.4,"""Neutral / author is just sharing information"": 0.23
""I can't tell"": 0.191
""Tweet not related to weather condition"": 0.177
""Negative"": 0.402
",slush open houses don't mix parade mass snowstorms freezes parade homes http
DE_CF4_03386,5,-2,0.6,"""Neutral / author is just sharing information"": 0.2
""Positive"": 0.2
""Negative"": 0.6
",ment warm windy late winter like going robot approves
DE_CF4_03397,5,-2,0.38,"""Neutral / author is just sharing information"": 0.217
""Positive"": 0.213
""Tweet not related to weather condition"": 0.187
""Negative"": 0.384
",ment midwesterner now can't tolerate extreme hint big
DE_CF4_03402,5,-2,0.39,"""I can't tell"": 0.205
""Neutral / author is just sharing information"": 0.196
""Tweet not related to weather condition"": 0.205
""Negative"": 0.395
",ment yea drive ing long coming back incline village one year num wy blizzard
DE_CF4_03413,5,-2,0.6,"""Tweet not related to weather condition"": 0.402
""Negative"": 0.598
",guy standing freezing cold weather cool men's size num num num
DE_CF4_03416,5,-2,0.81,"""Neutral / author is just sharing information"": 0.193
""Negative"": 0.807
",way savannah nasty rainy weather
DE_CF4_03417,5,-2,1,"""Negative"": 1.0
",feel like sleeping day not going stupid cold
DE_CF4_03423,5,-2,0.63,"""Neutral / author is just sharing information"": 0.214
""Tweet not related to weather condition"": 0.155
""Negative"": 0.631
",stuck denver ment delayed phoenix ment grounded weather dallas good thing tomorrow !
DE_CF4_03428,5,-2,0.61,"""Neutral / author is just sharing information"": 0.193
""Positive"": 0.195
""Negative"": 0.612
",ment thanks montana ff cold envy tropical weather right now best wishes
DE_CF4_03429,5,-2,0.58,"""Neutral / author is just sharing information"": 0.421
""Negative"": 0.579
",ment thanks can recommend voice recognition software mac ? author side ? flying messy cold weather
DE_CF4_03430,5,-2,0.82,"""Neutral / author is just sharing information"": 0.179
""Negative"": 0.821
",cold warm cold warm weather confusing ! bozeman
DE_CF4_03435,5,-2,0.6,"""Positive"": 0.402
""Negative"": 0.598
",:) good morning ! glad cold snap bozeman don't like cold
DE_CF4_03440,5,-2,0.44,"""I can't tell"": 0.16
""Neutral / author is just sharing information"": 0.401
""Negative"": 0.439
",thunderstorm ? doesn't seem like just don't want lights go
DE_CF4_03445,5,-2,0.79,"""Neutral / author is just sharing information"": 0.211
""Negative"": 0.789
",need get away cold weather ? come check milne travel show today num num http
DE_CF4_03457,9,-2,0.57,"""Neutral / author is just sharing information"": 0.106
""Positive"": 0.232
""Tweet not related to weather condition"": 0.096
""Negative"": 0.566
",another friday upon us day rather wake beautiful sunrise rather grey snowy clouds
DE_CF4_03470,5,-2,0.8,"""Neutral / author is just sharing information"": 0.197
""Negative"": 0.803
",ment cold peed banana plant want go outside cleaned bit miffed
DE_CF4_03480,5,-2,0.64,"""Neutral / author is just sharing information"": 0.358
""Negative"": 0.642
",ment ment alright ! decision made ! gets warm going protest though ! bring better weather !
DE_CF4_03483,5,-2,0.79,"""Neutral / author is just sharing information"": 0.206
""Negative"": 0.794
",ment ment ment heard thunderstorms plagues frogs snow didn't miss
DE_CF4_03485,5,-2,1,"""Negative"": 1.0
",hate waiting buses ! shit cold rain
DE_CF4_03488,5,-2,0.79,"""Positive"": 0.212
""Negative"": 0.788
",today warm english weather makes die
DE_CF4_03489,5,-2,0.8,"""I can't tell"": 0.199
""Negative"": 0.801
",public transport rainy day gash
DE_CF4_03492,5,-2,0.82,"""Neutral / author is just sharing information"": 0.185
""Negative"": 0.815
",seafront tempted go look may get blown away tho soo windy scary driving
DE_CF4_03496,5,-2,0.79,"""Neutral / author is just sharing information"": 0.208
""Negative"": 0.792
",windy ! blown like bit bothered hair god ! nevermind like look !
DE_CF4_03497,5,-2,1,"""Negative"": 1.0
",windy literally like tornado
DE_CF4_03501,5,-2,1,"""Negative"": 1.0
",ment will next flight germany yeah ? jk stuck rainy brighton
DE_CF4_03502,5,-2,1,"""Negative"": 1.0
",ment also moderately bored sick humidity !
DE_CF4_03507,5,-2,0.58,"""Neutral / author is just sharing information"": 0.209
""Tweet not related to weather condition"": 0.209
""Negative"": 0.582
",ment green bay packers facing chilly reception cowboys stadium hot water shortage http
DE_CF4_03509,5,-2,0.58,"""Tweet not related to weather condition"": 0.424
""Negative"": 0.576
",ment super bowls don't belong cold weather cities reward fans teams players give miami new orleans chilly great
DE_CF4_03524,5,-2,0.42,"""Neutral / author is just sharing information"": 0.4
""Tweet not related to weather condition"": 0.181
""Negative"": 0.419
",needs snow blower hot blizzard booze
DE_CF4_03528,5,-2,0.8,"""Positive"": 0.203
""Negative"": 0.797
",done snow ! said done !
DE_CF4_03531,5,-2,0.82,"""Neutral / author is just sharing information"": 0.18
""Negative"": 0.82
",yo birthdays winter ment just want get warm can't deal seasonal depression fuck winter !
DE_CF4_03533,6,-2,0.63,"""Neutral / author is just sharing information"": 0.183
""Tweet not related to weather condition"": 0.183
""Negative"": 0.635
",cold rainy hungry sleepy not good combo current situation
DE_CF4_03534,5,-2,1,"""Negative"": 1.0
",cold outside ice cubes crying num num num warm lol
DE_CF4_03538,5,-2,0.8,"""Neutral / author is just sharing information"": 0.195
""Negative"": 0.805
",ment feel love coming chilly streets bronx just almost ate patch ice fell cab buddy style
DE_CF4_03541,5,-2,0.64,"""Neutral / author is just sharing information"": 0.363
""Negative"": 0.637
",wanted snow go away watch live http
DE_CF4_03543,5,-2,0.59,"""Neutral / author is just sharing information"": 0.216
""Positive"": 0.191
""Negative"": 0.593
",ment wow snow just needs melt already ready farm summer
DE_CF4_03545,5,-2,0.79,"""Neutral / author is just sharing information"": 0.207
""Negative"": 0.793
",mad sunny still cold ad fuck
DE_CF4_03546,5,-2,0.81,"""Neutral / author is just sharing information"": 0.189
""Negative"": 0.811
",ment dude fuck cold weather need go warm
DE_CF4_03550,6,-2,0.83,"""Tweet not related to weather condition"": 0.173
""Negative"": 0.827
",not cool weather not cool
DE_CF4_03552,5,-2,0.61,"""I can't tell"": 0.202
""Tweet not related to weather condition"": 0.189
""Negative"": 0.61
",tyler's weather ice ice baby cold cold best watch step kid less trip kid ! enjoy adventure commuting
DE_CF4_03559,5,-2,0.61,"""Positive"": 0.39
""Negative"": 0.61
",beautiful thing nasty ice storm left us clinton stanton http
DE_CF4_03571,5,-2,1,"""Negative"": 1.0
",ment not nice !
DE_CF4_03574,5,-2,0.58,"""Positive"": 0.422
""Negative"": 0.578
",love cool weather damn ! even can't wait spring !
DE_CF4_03580,5,-2,0.59,"""Neutral / author is just sharing information"": 0.411
""Negative"": 0.589
",getting another blizzard
DE_CF4_03583,5,-2,1,"""Negative"": 1.0
",now mind changed going outside ment bitch cold !
DE_CF4_03586,5,-2,1,"""Negative"": 1.0
",gotta dress warm work cold ass million sweaters http
DE_CF4_03591,5,-2,0.8,"""Neutral / author is just sharing information"": 0.203
""Negative"": 0.797
",life's fast cold give num humidity num degree heat index iced tea lawn chair
DE_CF4_03592,5,-2,0.83,"""Tweet not related to weather condition"": 0.166
""Negative"": 0.834
",wat wet day num weather win battle num num will way num !
DE_CF4_03593,5,-2,0.43,"""Neutral / author is just sharing information"": 0.195
""I can't tell"": 0.372
""Negative"": 0.433
",tomorrow ment yo heard might another snow storm true ?
DE_CF4_03595,5,-2,0.43,"""I can't tell"": 0.192
""Neutral / author is just sharing information"": 0.383
""Negative"": 0.425
",mighty cold
DE_CF4_03596,5,-2,1,"""Negative"": 1.0
",d: scared go outside cold mom said face can get twisted
DE_CF4_03603,5,-2,0.62,"""Neutral / author is just sharing information"": 0.382
""Negative"": 0.618
",looks like ment ment kind night cold
DE_CF4_03610,5,-2,0.4,"""I can't tell"": 0.211
""Positive"": 0.385
""Negative"": 0.403
",ment jealous warm weather !
DE_CF4_03612,6,-2,0.66,"""Tweet not related to weather condition"": 0.343
""Negative"": 0.657
",seriously ? http cold
DE_CF4_03613,5,-2,0.44,"""Neutral / author is just sharing information"": 0.38
""Positive"": 0.182
""Negative"": 0.439
",ment ha know right ! cold outside warm drink tastes even better lol drinks ?
DE_CF4_03617,5,-2,0.43,"""I can't tell"": 0.186
""Neutral / author is just sharing information"": 0.385
""Negative"": 0.428
",cold brick outside
DE_CF4_03618,5,-2,0.82,"""I can't tell"": 0.176
""Negative"": 0.824
",cold snowy think lips even ! ment oh god dallas get cold shut
DE_CF4_03619,5,-2,1,"""Negative"": 1.0
",dear cold weather think need break need space heart someone else warm weather
DE_CF4_03622,5,-2,0.4,"""I can't tell"": 0.184
""Positive"": 0.209
""Tweet not related to weather condition"": 0.209
""Negative"": 0.399
",ment ment yeah cold lol ! maybe need hit spots like
DE_CF4_03629,5,-2,0.63,"""Neutral / author is just sharing information"": 0.176
""Positive"": 0.199
""Negative"": 0.625
",cold geez ! little penguin loves sun needing good cocoa !
DE_CF4_03639,5,-2,0.61,"""I can't tell"": 0.213
""Tweet not related to weather condition"": 0.176
""Negative"": 0.611
",rainy day beach snowy day rainy day beach know http
DE_CF4_03641,5,-2,0.6,"""Neutral / author is just sharing information"": 0.207
""Positive"": 0.198
""Negative"": 0.595
",well good day num school wet rainy turned ice cold ! br ! louisiana weather
DE_CF4_03651,5,-2,0.4,"""Neutral / author is just sharing information"": 0.372
""Tweet not related to weather condition"": 0.224
""Negative"": 0.404
",snowplows bust clogged streets roads http via ment snowstorm
DE_CF4_03655,5,-2,0.61,"""Neutral / author is just sharing information"": 0.185
""I can't tell"": 0.204
""Negative"": 0.611
",mighty chilly today !
DE_CF4_03656,5,-2,0.38,"""Neutral / author is just sharing information"": 0.211
""I can't tell"": 0.211
""Positive"": 0.203
""Negative"": 0.375
",ment sun kissed top head saying goodbye something cold rainy snowy weather come back soon sun
DE_CF4_03672,5,-2,0.41,"""Neutral / author is just sharing information"": 0.388
""Tweet not related to weather condition"": 0.204
""Negative"": 0.408
",cold dark outside join us warm inspiring workshop ! many choices http yoga
DE_CF4_03681,5,-2,0.61,"""Neutral / author is just sharing information"": 0.392
""Negative"": 0.608
",master gardener bare foot gardening weather outside frightful imagination drifts toward http
DE_CF4_03683,5,-2,0.83,"""Neutral / author is just sharing information"": 0.167
""Negative"": 0.833
",windy morning helena mt means bitter cold outside
DE_CF4_03701,5,-2,0.58,"""Neutral / author is just sharing information"": 0.204
""I can't tell"": 0.214
""Negative"": 0.583
",:) loves jacket ! ! not cold outside give ment lol
DE_CF4_03706,5,-2,0.39,"""Neutral / author is just sharing information"": 0.214
""Positive"": 0.196
""Tweet not related to weather condition"": 0.2
""Negative"": 0.39
",calgary weather need positive numbers ! cant wait til tuesday !
DE_CF4_03715,5,-2,0.59,"""Neutral / author is just sharing information"": 0.41
""Negative"": 0.59
",gallery monster snow storm blankets ontario snowstorm hammering parts canada causing http
DE_CF4_03717,5,-2,1,"""Negative"": 1.0
",yeah fml thanks god damn snow warm weather stuck old high school can kill now ?
DE_CF4_03718,5,-2,0.58,"""Neutral / author is just sharing information"": 0.418
""Negative"": 0.582
",wearing flats slush bad bad idea hiding starbucks
DE_CF4_03719,5,-2,0.42,"""I can't tell"": 0.192
""Positive"": 0.392
""Negative"": 0.416
",love weather slush makes walking downtown nightmare !
DE_CF4_03723,6,-2,0.84,"""Tweet not related to weather condition"": 0.163
""Negative"": 0.837
",worst part snow slush sleet footwear options refuse fuck decent pair sneakers hate boots
DE_CF4_03729,5,-2,0.61,"""Tweet not related to weather condition"": 0.394
""Negative"": 0.606
",dear bus fu much spraying whole side whole sidewalk including slush fml
DE_CF4_03734,5,-2,0.81,"""Neutral / author is just sharing information"": 0.189
""Negative"": 0.811
",warm
DE_CF4_03748,5,-2,0.62,"""Neutral / author is just sharing information"": 0.377
""Negative"": 0.623
",num windchill currently br cold
DE_CF4_03749,5,-2,1,"""Negative"": 1.0
",num chill num gross great day hibernate movie marathon lots coffee cold snowy
DE_CF4_03750,6,-2,0.51,"""Positive"": 0.493
""Negative"": 0.507
",num amazing responses love feeling warm fuzzy despite cold outside !
DE_CF4_03751,5,-2,0.83,"""Neutral / author is just sharing information"": 0.17
""Negative"": 0.83
",damn minus num ! http cold
DE_CF4_03752,5,-2,0.58,"""Neutral / author is just sharing information"": 0.213
""Tweet not related to weather condition"": 0.207
""Negative"": 0.58
",cold outside little groundhog ran away got money now gone road
DE_CF4_03754,5,-2,0.4,"""I can't tell"": 0.207
""Positive"": 0.396
""Negative"": 0.397
",never thought use word puddle describe snow love weather hate ground
DE_CF4_03755,5,-2,0.59,"""Neutral / author is just sharing information"": 0.415
""Negative"": 0.585
",snow houston video http
DE_CF4_03757,5,-2,1,"""Negative"": 1.0
",kinda rainy day rode creek morning much aha hopefully not much rain star west
DE_CF4_03758,5,-2,0.83,"""Neutral / author is just sharing information"": 0.172
""Negative"": 0.828
",crime num especially weather num calgary wish nice warm bed
DE_CF4_03759,6,-2,0.83,"""Neutral / author is just sharing information"": 0.171
""Negative"": 0.829
",hard time bed today warm bed cold snowy weather
DE_CF4_03767,5,-2,1,"""Negative"": 1.0
",fairly nice really windy ! hate
DE_CF4_03769,5,-2,0.59,"""Neutral / author is just sharing information"": 0.407
""Negative"": 0.593
",trying get motivated anything today snow unbelievable ! weather
DE_CF4_03771,5,-2,0.6,"""Neutral / author is just sharing information"": 0.197
""Positive"": 0.206
""Negative"": 0.597
",thankful working home frigid morning stay warm !
DE_CF4_03777,5,-2,0.8,"""Neutral / author is just sharing information"": 0.205
""Negative"": 0.795
",ment wouldn't let stay stranded snowstorm ? umm not nice ?
DE_CF4_03779,5,-2,0.81,"""Neutral / author is just sharing information"": 0.188
""Negative"": 0.812
",ment worse stuck snowstorm toronto !
DE_CF4_03792,5,-2,0.81,"""Neutral / author is just sharing information"": 0.189
""Negative"": 0.811
",thanks follow ment took forever warm cold last night ! good see
DE_CF4_03800,6,-2,0.33,"""Neutral / author is just sharing information"": 0.137
""I can't tell"": 0.183
""Positive"": 0.17
""Tweet not related to weather condition"": 0.183
""Negative"": 0.326
",ment wouldn't recommend unless light fluffy snow sorry
DE_CF4_03816,5,-2,1,"""Negative"": 1.0
",just took dresses dryer benefit halter weather warm fuck already !
DE_CF4_03820,5,-2,0.62,"""Neutral / author is just sharing information"": 0.199
""Positive"": 0.177
""Negative"": 0.624
",cold outside num warm mac cheese house made black bean soup ! good soul !
DE_CF4_03821,5,-2,0.62,"""Neutral / author is just sharing information"": 0.385
""Negative"": 0.615
",num till go work plus cold outside supposed warm ! hoping !
DE_CF4_03829,5,-2,0.42,"""Neutral / author is just sharing information"": 0.355
""Positive"": 0.22
""Negative"": 0.425
",hope one day live city primary use rubber boots rain not slush
DE_CF4_03833,5,-2,0.6,"""Neutral / author is just sharing information"": 0.204
""Positive"": 0.198
""Negative"": 0.598
",warm today windy
DE_CF4_03851,5,-2,0.79,"""Neutral / author is just sharing information"": 0.207
""Negative"": 0.793
",think humidity house defeat ?
DE_CF4_03853,5,-2,0.6,"""I can't tell"": 0.191
""Tweet not related to weather condition"": 0.206
""Negative"": 0.602
",jesus took huge dump city weather
DE_CF4_03857,5,-2,0.6,"""Neutral / author is just sharing information"": 0.402
""Negative"": 0.598
",not warm toe cold
DE_CF4_03859,5,-2,0.81,"""Neutral / author is just sharing information"": 0.192
""Negative"": 0.808
",ment wow just saw humber college trending clicked expecting disaster nope closed tomorrow crazy weather warm
DE_CF4_03861,5,-2,0.59,"""Neutral / author is just sharing information"": 0.411
""Negative"": 0.589
",num americans complaining snowstorm ? hello canadians gets every year stop baby america !
DE_CF4_03875,5,-2,0.59,"""Neutral / author is just sharing information"": 0.407
""Negative"": 0.593
",holy crap windy
DE_CF4_03877,5,-2,0.83,"""Neutral / author is just sharing information"": 0.167
""Negative"": 0.833
",cold outside thoughts turned less fortunate hope found warm shelter night http
DE_CF4_03879,5,-2,0.81,"""Neutral / author is just sharing information"": 0.192
""Negative"": 0.808
",forehead frozen weather
DE_CF4_03888,5,-2,0.42,"""I can't tell"": 0.213
""Neutral / author is just sharing information"": 0.371
""Negative"": 0.416
",ment bed ? sleeping snowstorm ?
DE_CF4_03919,8,-2,1,"""Negative"": 1.0
",http love changing fixing tires cold wet weather
DE_CF4_03925,5,-2,0.6,"""Neutral / author is just sharing information"": 0.4
""Negative"": 0.6
",ment can't say heard thunder snow wtf ? know north east coast getting hit hard big storm ! prepared ?
DE_CF4_03926,5,-2,0.59,"""I can't tell"": 0.208
""Neutral / author is just sharing information"": 0.198
""Negative"": 0.594
",omg southern storms mad crazy ! driver came picked early driving num everybody sees lol windy thunder
DE_CF4_03932,6,-2,0.67,"""Neutral / author is just sharing information"": 0.329
""Negative"": 0.671
",ment num bad humid ? don't mind heat don't like humidity
DE_CF4_03938,5,-2,0.78,"""Neutral / author is just sharing information"": 0.216
""Negative"": 0.784
",doesn't drag spending ? br ment cold wet snowy weather drags construction spending http
DE_CF4_03940,5,-2,1,"""Negative"": 1.0
",supposed minus num degrees tonight ! cold fireplace heater freezing
DE_CF4_03945,5,-2,0.81,"""Neutral / author is just sharing information"": 0.19
""Negative"": 0.81
",yah cold outside chill warm car minute
DE_CF4_03946,5,-2,1,"""Negative"": 1.0
",humidity !
DE_CF4_03947,5,-2,0.63,"""I can't tell"": 0.16
""Positive"": 0.209
""Negative"": 0.632
",num home yay warm house longer freezing outside
DE_CF4_03953,5,-2,0.37,"""I can't tell"": 0.197
""Positive"": 0.217
""Tweet not related to weather condition"": 0.217
""Negative"": 0.369
",:) just state stay warm ! ment don't make us hate ment num ! ugh !
DE_CF4_03954,5,-2,0.22,"""Neutral / author is just sharing information"": 0.198
""I can't tell"": 0.191
""Positive"": 0.198
""Tweet not related to weather condition"": 0.194
""Negative"": 0.218
",ment running num ? hating just cause can ur stuck slush lol
DE_CF4_03955,5,-2,0.41,"""I can't tell"": 0.204
""Neutral / author is just sharing information"": 0.389
""Negative"": 0.407
",ment wish sadly idk cause california weather always moderately warm rarely gets freezing now icy cold
DE_CF4_03956,5,-2,0.81,"""Neutral / author is just sharing information"": 0.19
""Negative"": 0.81
",ment humidity ! aw worse !
DE_CF4_03959,5,-2,1,"""Negative"": 1.0
",ok sis needs hurry can't wait forever lol cold outside !
DE_CF4_03961,5,-2,0.82,"""Neutral / author is just sharing information"": 0.177
""Negative"": 0.823
",btw ment thanks leaving mom hanging outside freezing cold
DE_CF4_03967,5,-2,1,"""Negative"": 1.0
",ment cold grey bristol come weather can better !
DE_CF4_03972,5,-2,1,"""Negative"": 1.0
",:( bye bye cali time go back cleveland blizzard
DE_CF4_03973,6,-2,0.48,"""Neutral / author is just sharing information"": 0.344
""Positive"": 0.172
""Negative"": 0.484
",warm chilly weather hearty kale soup http
DE_CF4_03977,5,-2,0.82,"""Positive"": 0.175
""Negative"": 0.825
",holy hell cold ! hands like frozen
DE_CF4_03979,5,-2,0.83,"""Neutral / author is just sharing information"": 0.17
""Negative"": 0.83
",cat ran away cold feel bad even though hated guts
DE_CF4_03984,5,-2,1,"""Negative"": 1.0
",im cold ass fuck frisco streets ! need coffee fast !
DE_CF4_03985,5,-2,0.8,"""I can't tell"": 0.198
""Negative"": 0.802
",law leave house num cold outside justsayin
DE_CF4_03987,5,-2,1,"""Negative"": 1.0
",ment hell windy bristol today hurricane central !
